nct_id,condition,facility_name,city,sampling_method,overall_status
NCT04441489,COVID-19|FDG PET/CT|Inflammation|,Centre Hospitalier Princesse Grace,Monaco,Non-Probability Sample,Completed
NCT04567927,SARS Virus|,Ospedale Regionale di Bellinzona e Valli,Bellinzona,Probability Sample,Completed
NCT04374084,COVID-19|Convalescence|,Hubei Province Hospital,Wuhan,NA,Recruiting
NCT04560231,SARS-CoV Infection|,Muhammad Irfan Malik,Lahore,NA,Recruiting
NCT04406038,COVID19|,"Clinic ""Scandinavia""",Saint Petersburg,Non-Probability Sample,"Active, not recruiting"
NCT04422678,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04344431,Covid-19|,Sainte Anne Military Teaching Hospital,Toulon,NA,Recruiting
NCT04482634,Pulmonary Rehabilitation|COVID-19|,Koc University School of Medicine,Istanbul,NA,Not yet recruiting
NCT04523181,Covid-19|,NA,NA,NA,Not yet recruiting
NCT04539626,Covid-19|,NA,NA,NA,Not yet recruiting
NCT04264533,"Vitamin C|Pneumonia, Viral|Pneumonia, Ventilator-Associated|",Zhongnan Hospital of Wuhan University,Wuhan,NA,Recruiting
NCT04496076,Sars-CoV2|Severe Neurologic Injury|Ischemic Stroke|Hemorrhagic Stroke|Intracerebral Hemorrhage|Subarachnoid Hemorrhage|Traumatic Brain Injury|Status Epilepticus|,University of Pittsburgh,Pittsburgh,Non-Probability Sample,Enrolling by invitation
NCT04343781,SARS-CoV-2|COVID-19|,Angers University Hospital,Angers,Non-Probability Sample,Completed
NCT04448145,COVID-19|Corona Virus Infection|SARS-CoV 2|,Columbia University Medical Center,New York,Non-Probability Sample,Recruiting
NCT04545242,Acute Hypoxemic Respiratory Failure|,Hospital Universitario Mutua Terrassa (ICU),Terrassa,NA,Not yet recruiting
NCT04390555,COVID-19|Cardiovascular Diseases|Cardiovascular Risk Factor|Heart Failure|,"Zurich Heart Center, Unispital Zurich",Zurich,Probability Sample,Recruiting
NCT04566276,COVID-19 Vaccine|Safety Issues|,Chula Vaccine Research Center (ChulaCRC) Faculty of Medicine Chulalongkorn University,Bangkok,NA,Not yet recruiting
NCT04366024,COVID-19 Disease|Nomogram Model|,Xinqiao Hospital of Chongqing,Chongqing,Probability Sample,Recruiting
NCT04569266,Dyspnea|,Groupe Hospitalier Paris Saint Joseph,Paris,NA,Recruiting
NCT04366206,COVID|SARS-CoV 2|,Centre Hospitalier Intercommunal Robert Ballanger,Aulnay-sous-Bois,Non-Probability Sample,Recruiting
NCT04460677,"Psychological Distress|Stress, Psychological|Autism Spectrum Disorder|",Rutgers University,Piscataway,NA,Recruiting
NCT04390217,COVID-19|Coronavirus Disease 2019|Covid19|COVID-19 Pneumonia|,NA,NA,NA,Not yet recruiting
NCT04567810,Covid19|,Linear Clinical Research - Harry Perkins Research Institute,Nedlands,NA,Recruiting
NCT04368013,COVID-19|,Incectious Diseases Clinic,Umeå,NA,Not yet recruiting
NCT03452774,"Cancer, Metastatic|Cancer|Cancer of Pancreas|Cancer of Liver|Cancer of Stomach|Cancer Liver|Cancer of Rectum|Cancer of Kidney|Cancer of Esophagus|Cancer of Cervix|Cancer of Colon|Cancer of Larynx|Cancer, Lung|Cancer, Breast|Cancer, Advanced|Cancer Prostate|Cancer of Neck|Cancer of Skin|Neuroendocrine Tumors|Carcinoma|Mismatch Repair Deficiency|BRCA Gene Rearrangement|Non Hodgkin Lymphoma|Leukemia|Non Small Cell Lung Cancer|Cholangiocarcinoma|Glioblastoma|Central Nervous System Tumor|Melanoma|Urothelial Carcinoma|Bladder Cancer|Ovarian Cancer|Endometrial Cancer|Testicular Cancer|Breast Cancer|COVID|","Massive Bio, Inc",New York,Non-Probability Sample,Recruiting
NCT04432922,COVID19|,Centre hospitalier intercommunal de Villeneuve St Georges,Villeneuve St Georges,Non-Probability Sample,Not yet recruiting
NCT04508777,Covid19|,Penn Medicine,Philadelphia,Non-Probability Sample,Enrolling by invitation
NCT04381013,COVID-19|,Stanford University,Stanford,NA,Not yet recruiting
NCT04422275,Anosmia|,Washington University,Saint Louis,NA,Not yet recruiting
NCT04397562,COVID-19|,"State Budgetary Healthcare Institution Kaluga region ""Kaluga Regional Clinical Hospital""",Kaluga,NA,"Active, not recruiting"
NCT04148430,B Cell ALL|B-Cell Lymphoma|B-cell Non Hodgkin Lymphoma|,Memorial Sloan Kettering Cancer Center,New York,NA,Recruiting
NCT04540120,Covid19|Cytokine Release Syndrome|,MIDC,Huntsville,NA,Recruiting
NCT04347174,COVID-19|,"All India Institute of Medical Science, Raipur",Raipur,NA,Recruiting
NCT04381884,COVID-19 Drug Treatment|,Hospital de Cuenca Alta,Cañuelas,NA,Completed
NCT04367870,Oncology|,Centre Francois Baclesse,Caen,Probability Sample,Recruiting
NCT04346667,SARS-CoV-2|Coronavirus Infection|Asymptomatic Condition|COVID-19|,Expo Covid Center,Lahore,NA,Recruiting
NCT04368923,Covid 19|,M. Sedky,Cairo,NA,"Active, not recruiting"
NCT04535700,Type 2 Diabetes|,NA,NA,NA,Not yet recruiting
NCT04530539,Covid19|SARS-CoV Infection|,Lancaster General Health,Lancaster,NA,Not yet recruiting
NCT04526405,Thalassemia Major|Covid19|,ASST Monza - Ospedale San Gerardo,Monza,Non-Probability Sample,Recruiting
NCT04397835,COVID-19|Anxiety|Depression|Stress|,CHU de Toulouse,Toulouse,Probability Sample,Recruiting
NCT04414618,Coronavirus Infections|,HonorHealth Research Institute,Scottsdale,NA,Recruiting
NCT04451239,Keratonjunctivitis|,Farawanyia hospital,Kuwait,NA,Not yet recruiting
NCT04364984,Hypertension|COVID-19|,Medical Practice Prof D.Ivanov,Kiev,Non-Probability Sample,Recruiting
NCT04393402,COVID|,CHU de Nice,Nice,Non-Probability Sample,Recruiting
NCT04371289,COVID-19|Cardiovascular Risk Factor|,Istituto Auxologico Italiano,Milan,Non-Probability Sample,Not yet recruiting
NCT04407117,Appendicitis|,Nordsjaellands Hospital,Hillerød,Non-Probability Sample,Completed
NCT04393792,Coronavirus Infection|,Hampshire Hospitals NHS Foundation Trust,Basingstoke,NA,Recruiting
NCT04344964,"Colon Polyp|Colon Disease|Reflux, Gastroesophageal|Varices, Esophageal|",Austin Health,Melbourne,Probability Sample,Completed
NCT04304053,COVID-19|,Departament de Salut,Barcelona,NA,Completed
NCT04460443,COVID|,Sherief Abd-Elsalam,Tanta,NA,Recruiting
NCT04344119,Skin Manifestations|COVID|Chilblains|,CHU de Nice,Nice,Non-Probability Sample,Recruiting
NCT04368351,COVID|Pneumonia|Diarrhea|,"Department of Public Heath and Infectious Diseases. University of Rome ""Sapienza"" (Italy)",Rome,Probability Sample,"Active, not recruiting"
NCT04365608,Intubation Complication|Intubation; Difficult or Failed|Cardiac Arrest|Influenza|Safety Issues|,Emergency Medical Service,Poznan,NA,Recruiting
NCT04552366,COVID-19|,Zhongnan Hospital,Wuhan,NA,Recruiting
NCT04413877,Frailty Syndrome|COVID-19|Healthy Aging|Old Age; Debility|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04370821,Occupational Exposure to SARS-CoV-2|COVID-19|,Villanova University,Villanova,Non-Probability Sample,Recruiting
NCT04368338,Covid-19|Lung Ultrasound|Respiratory Complication|,BAR,Amiens,Non-Probability Sample,Recruiting
NCT04395300,COVID-19|Sleep Quality|General Health|,AssiutU,Assiut,Non-Probability Sample,Completed
NCT04337996,COVID-19|,CH Tourcoing,Tourcoing,NA,Recruiting
NCT04540926,COVID 19 Pneumonia|,Jose Luis Jl Galvez-Romero,Puebla,NA,Not yet recruiting
NCT04345991,Covid19|,"SMIT, Saint Antoine hospital",Paris,NA,Recruiting
NCT04355234,Pregnancy|,Tsastaris Vassillis,Paris,NA,Recruiting
NCT04375202,COVID-19|,Associazione Italiana Pneumologi Ospedalieri,Milan,NA,Recruiting
NCT04337047,"Stress, Psychological|",Wefight,Montpellier,Probability Sample,Completed
NCT04522830,SARS-CoV-2 Infection|,Intermountain Clinical Reserach,Draper,NA,Recruiting
NCT04362345,Covid-19|,Service des Maladies Infectieuses et Tropicales,Strasbourg,Non-Probability Sample,Recruiting
NCT04519216,"Breastfeeding|Breastfeeding, Exclusive|Breastfeeding Jaundice|Educational Problems|",University of California - Davis,Sacramento,NA,Recruiting
NCT04341727,Coronavirus Infection|,Washington University School of Medicine Infectious Disease Clinical Research Unit,Saint Louis,NA,Suspended
NCT04432038,Adult|Global Health|,Gdansk University of Physical Education and Sport,Gdańsk,Non-Probability Sample,Recruiting
NCT04395391,COVID-19|,Exact Sciences,Madison,Non-Probability Sample,Completed
NCT04402879,Severe Acute Respiratory Syndrome Coronavirus 2|COVID-19|Acute Respiratory Distress Syndrome|ARDS|Hypoxemic Respiratory Failure|,Peter Lougheed Centre (PLC),Calgary,NA,Recruiting
NCT04344730,Acute Hypoxemic Respiratory Failure|COVID-19|,Hopital Bichat - Aphp,Paris,NA,Recruiting
NCT04291729,COVID-19|,The Ninth Hospital of Nanchang,Nanchang,NA,Completed
NCT04471519,COVID-19|SARS-CoV-2 Infection|,King George Hospital,Visakhapatnam,NA,"Active, not recruiting"
NCT04497623,Covid19|,Fundacion Neumologica Colombiana,Bogotá,NA,Completed
NCT04362813,Pneumonia and Cytokine Release Syndrome (Covid-19)|,Novartis Investigative Site,Birmingham,NA,Recruiting
NCT03852537,Pneumonia|,Mayo Clinic in Rochester,Rochester,NA,Recruiting
NCT04497818,Covid19|Fear|Dental Anxiety|,Dr Bugude Shiva Shankar,Ar Rass,Probability Sample,Completed
NCT04411147,COVID-19|,National Institutes of Health Clinical Center,Bethesda,Non-Probability Sample,Recruiting
NCT04354259,Sars-CoV2|Covid-19|,Toronto General Hospital,Toronto,NA,Recruiting
NCT04330261,"COVID-19|SARS-CoV-2 Infection|Pediatric ALL|Pneumonia, Viral|Pandemic Response|",University of Calgary/Alberta Children's Hospital,Calgary,Non-Probability Sample,Recruiting
NCT04508439,Covid19|Pneumonia|Coagulation Disorder|Pulmonary Embolism|,Hospital Regional de Alta Especialidad de Ixtapaluca,Mexico City,NA,Recruiting
NCT04377737,"Infection; Viral, Coronavirus|",Hôpitaux Pédiatrique de Nice CHU Lenval,Nice,NA,Withdrawn
NCT04377100,Anxiety|Healthy Volunteers|,National Institute of Mental Health (NIMH),Bethesda,NA,Recruiting
NCT04381000,Chronic Pain|,Clinical Exercise Physiology and Rehabilitation Laboratory,Lamia,NA,Completed
NCT04388657,"COVID|Embolism and Thrombosis|Pneumonia, Viral|",Hôpital Ambroise Paré,Boulogne-Billancourt,Non-Probability Sample,Recruiting
NCT04521322,Covid19|,centro de educación médica e investigaciones clinicas (CEMIC),Buenos Aires,NA,Recruiting
NCT04377711,COVID-19|,University of Buffalo,Buffalo,NA,Recruiting
NCT04511650,COVID-19|Acute Respiratory Distress Syndrome|,University of California- Irvine Medical Center,Orange,NA,Recruiting
NCT04342897,COVID-19|Pneumonia|,Banner Univ Med Ctr Phoenix,Phoenix,NA,"Active, not recruiting"
NCT04252274,"Pneumonia, Pneumocystis|Coronavirus|",Shanghai Public Health Clinical Center,Shanghai,NA,Recruiting
NCT04495842,Stress|Covid19|Anxiety|,NA,NA,NA,Not yet recruiting
NCT04363489,Covid19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04480411,Diagnoses Disease|Covid19|,Stanford University,Stanford,NA,Not yet recruiting
NCT04456010,COVID19|Fertility Issues|ART|,Uhmontpellier,Montpellier,Non-Probability Sample,Recruiting
NCT04380714,People Incarcerated|COVID-19|,UH Montpellier,Montpellier,Non-Probability Sample,"Active, not recruiting"
NCT04347928,COVID-19|ARDS|Sars-CoV2|,"Hopital Roger Salengro, CHU Lille",Lille,Non-Probability Sample,Recruiting
NCT04558749,Covid19|,NA,NA,Probability Sample,Not yet recruiting
NCT04479202,Berberine|COVID-19|,Nanjing Drum Tower Hospital,Nanjing,NA,Completed
NCT04343794,COVID19|,"The University of Hong Kong, Queen Mary Hospital",Hong Kong,NA,Recruiting
NCT04405843,COVID-19|,Centro de Estudios en Infectología Pediátrica,Cali,NA,Recruiting
NCT04351711,SARS-CoV-2|Covid-19|,CHU de Nimes,Nîmes,Non-Probability Sample,Recruiting
NCT04432870,Colon Cancer|,Massachusetts General Hospital,Boston,Non-Probability Sample,Enrolling by invitation
NCT04342806,Health Care Worker (HCW)|COVID-19|,Duke Clinical Research Institute,Durham,Non-Probability Sample,Recruiting
NCT04344106,Coronavirus Infection|Oxygen Deficiency|,CHI Aix-Pertuis,Aix-en-Provence,NA,Recruiting
NCT04346082,Stress|,School of public health and primary care,Hong Kong,NA,Not yet recruiting
NCT04408014,COVID|SARS-CoV 2|,NA,NA,Probability Sample,Not yet recruiting
NCT04418245,Covid-19|,CHU la Timone,Marseille,Non-Probability Sample,"Active, not recruiting"
NCT04341584,Corona Virus Infection|,NA,NA,NA,Not yet recruiting
NCT04391140,COVID|ARDS|Acute Respiratory Distress Syndrome|Acute Respiratory Failure|Corona Virus Infection|,Hospital Universitari Vall d'Hebron,Barcelona,NA,Recruiting
NCT04375124,COVID-19|,Kanuni Sultan Suleyman Training and Research Hospital,Istanbul,NA,Recruiting
NCT04427878,Covid-19 Patients|,CHU de Nice,Nice,NA,Not yet recruiting
NCT04390126,Chronic Coronary Syndrome|Heart Failure|AMD and Macular Edema|Chronic Respiratory Failure|Hemophilia|Malignant Hemopathy|Multiple Sclerosis|Horton's Disease|,CHU Dijon Bourgogne,Dijon,Non-Probability Sample,"Active, not recruiting"
NCT04414631,Coronavirus Infections|,"University Hospital Basel, Division of Internal Medicine",Basel,NA,Recruiting
NCT04441814,COVID 19|Inflammatory Status|,Fondazione IRCCS Istituto Nazionale dei Tumori,Milan,Non-Probability Sample,Enrolling by invitation
NCT04374045,SARS-CoV 2|,CHU Hopital nord,Saint-Étienne,Probability Sample,Recruiting
NCT04382066,COVID-19|,Hospital Universitario Hm Montepríncipe,Boadilla Del Monte,NA,Recruiting
NCT04548544,Healthy|,UCSF,San Francisco,NA,Completed
NCT04508868,Depression|Depressive Symptoms|,Adult Psychiatric Clinic,Västerås,NA,Recruiting
NCT04387409,"Infection, Respiratory Tract|",Ludwig-Maximilians-Universität München,München,NA,"Active, not recruiting"
NCT04333550,COVID-19|,"Regenerative Medicine Research Center, Kermanshah University of Medical Sciences, Kermanshah, Iran",Kermanshah,NA,Recruiting
NCT04377464,COVID-19|Quality of Life|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04332107,COVID-19|SARS-CoV-2|,University of California San Francisco,San Francisco,NA,Recruiting
NCT04357990,COVID-19|,National Hospital of Iceland (Landspítali),Reykjavík,NA,Recruiting
NCT04348409,COVID-19|,Hospital Vera Cruz,Campinas,NA,Recruiting
NCT04412057,COVID-19 Pneumonia|Acute Lung Injury|ARDS|,Hoag Memorial Hospital,Newport Beach,NA,Recruiting
NCT04343690,COVID-19|,Duke University,Durham,NA,Withdrawn
NCT04459533,Neuromuscular Blockade|Human Characteristics|Complication of Medical Care|Intensive Care Unit Acquired Weakness|,"Department of Anesthesiology and Intensive Care Medicine, Hôpital de la Croix Rousse, Hospices Civils de Lyon",Lyon,Non-Probability Sample,Completed
NCT04401163,Sars-CoV2|Covid19|,Aarhus University Hospital,Aarhus,Probability Sample,Not yet recruiting
NCT04375176,COVID-19|Severe Acute Respiratory Syndrome Coronavirus 2|Immunomodulation|,ATS Insubria,Varese,Non-Probability Sample,Recruiting
NCT04409509,Coronavirus Disease 2019 (COVID-19)|,"Nova Clinical Research, LLC",Bradenton,NA,Recruiting
NCT04375137,Oxidative Stress|,Nooshin Dalili,Tehran,Non-Probability Sample,Recruiting
NCT04515199,Covid19|Telemedicine|Quality of Life|Safety Issues|Symptoms|,Faculty of Medicine Cairo University,Cairo,Non-Probability Sample,Recruiting
NCT04331899,COVID-19|,Stanford University School of Medicine,Stanford,NA,"Active, not recruiting"
NCT04348500,COVID19|,Cedars-Sinai Medical Center,Los Angeles,NA,"Active, not recruiting"
NCT04563208,Covid19|SARS-CoV Infection|,Sunnyside Office Park,Johannesburg,NA,Not yet recruiting
NCT04466670,COVID-19|,Vanderson Rocha,Sao Paulo,NA,Recruiting
NCT04377334,ARDS|COVID-19|,University Hospital Tuebingen,Tuebingen,NA,Not yet recruiting
NCT04379518,Malignant Neoplasm|SARS Coronavirus 2 Infection|,Roswell Park Cancer Institute,Buffalo,NA,Recruiting
NCT04433260,Mental Health|,Ajay K Gupta,London,Non-Probability Sample,Recruiting
NCT04549350,Sleep Quality|,Zagazig University,Zagazig,Non-Probability Sample,Completed
NCT04456556,Endophthalmitis and Orbital Cellulitis|,Minia university Hospital,Minya,Non-Probability Sample,Completed
NCT04400006,Corona Virus Infection|,Kardelen Gencer Atalay,Istanbul,Non-Probability Sample,Completed
NCT04482686,COVID|Covid-19|Corona Virus Infection|Coronavirus Infection|Coronavirus-19|SARS-CoV2|SARS-CoV Infection|,ProgenaBiome,Ventura,NA,Not yet recruiting
NCT04389476,The Psychological Impact of COVID-19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04557605,Hypoxemia|,University of Saskatchewan,Saskatoon,NA,Recruiting
NCT04306055,Blood Donation|,Guangzhou Blood Center,Guangzhou,NA,Completed
NCT04495543,Suicidal Ideation|Suicide|Mental Health Issue|Depression|,St. Michael's Hospital,Toronto,NA,Not yet recruiting
NCT04475588,Acute Respiratory Distress Syndrome|Cytokine Release Syndrome|Covid19|,"Topiwala National Medical College & B. Y. L. Nair Charitable Hospital,",Mumbai,NA,Completed
NCT04551339,Healthy|Health Care Worker Patient Transmission|Aging|,Mayo Clinic in Rochester,Rochester,NA,Enrolling by invitation
NCT04387955,COVID-19|Chilblains|,NA,NA,NA,Not yet recruiting
NCT04351503,SARS Coronavirus (SARS-CoV-2) Infection|,Viollier AG,Allschwil,Probability Sample,Recruiting
NCT04341116,Coronavirus Disease 2019 COVID-19|,Georgetown University Hospital,Washington,NA,Recruiting
NCT04470609,COVID-19|,"West China Second University Hospital, Sichuan University / West China women's and children's Hospital",Chengdu,NA,Enrolling by invitation
NCT04441398,covid19|,NA,NA,NA,Not yet recruiting
NCT04359901,COVID|,VA Connecticut Healthcare System,West Haven,NA,Recruiting
NCT04482673,COVID-19|Vitamin D Deficiency|Respiratory Viral Infection|,Medical University of South Carolina,Charleston,NA,Recruiting
NCT04316377,Corona Virus Infection|,Akershus University Hospital,Lørenskog,NA,"Active, not recruiting"
NCT04452617,COVID-19|,Institut Mutualiste Montsouris,Paris,Non-Probability Sample,Completed
NCT04431310,"Covid-19|Health Personnel|Personnel, Hospital|",Nordsjællands Hospital,Hillerød,Non-Probability Sample,Recruiting
NCT04531111,Type 1 Diabetes|Covid19|,"Pediatrics and Adolescents Diabetes Unit (PADU), Pediatrics Hospital, Faculty of Medicine, Ain Shams University",Cairo,Probability Sample,Recruiting
NCT04415086,COVID-19|,University of Sao Paulo - General Hospital,São Paulo,NA,Recruiting
NCT04389840,COVID-19|Acute Lung Injury|SARS-CoV-2|,University of Alabama at Birmingham,Birmingham,NA,Recruiting
NCT04387760,SARS-CoV 2|COVID-19|,Royal College of Surgeons in Ireland - Bahrain,Manama,NA,Recruiting
NCT04513847,Psoriasis|Covid19|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04323592,"Severe Acute Respiratory Syndrome (SARS) Pneumonia|Coronavirus Infections|ARDS, Human|",Marco Confalonieri,Trieste,Non-Probability Sample,Completed
NCT04572360,Coronavirus Disease (COVID-19)|,Linda Zhong,Kowloon Tong,NA,Not yet recruiting
NCT04359537,COVID 19|,Shaheed Zulfiaqar Ali Bhutto Medical University,Islamabad,NA,Recruiting
NCT04421625,COVID-19|,Institut de Cancerologie de l'Ouest,Angers,NA,Recruiting
NCT04577235,COVID-19|,Gaziosmanpasa Taksim Research and Education Hospital,Istanbul,NA,Completed
NCT04551274,Mood|Emotional Stress|,Simon Fraser University,Burnaby,NA,Not yet recruiting
NCT04475107,COVID-19|,Korea University Ansan Hospital,Ansan,NA,Recruiting
NCT04453540,Infectious Disease|Pneumonia|Molecular Diagnosis|Covid-19|Antibiotic Stewardship|,NA,NA,Non-Probability Sample,Not yet recruiting
NCT04573270,Covid19|Prophylaxis|,Southern California Hospital at Culver City / Southern California Hospital at Hollywood,Culver City,NA,Completed
NCT04468789,HIV|,Health Economics and Epidemiology Research Office,Johannesburg,Non-Probability Sample,Not yet recruiting
NCT04353141,"COVID|Pregnancy Complications, Infectious|Pregnancy Related|Pregnancy, High Risk|Pregnancy Disease|Pneumonia|Pneumonia, Viral|Diagnoses Disease|",University Hospitals Leuven,Leuven,Probability Sample,Recruiting
NCT04336254,COVID-19|,Renmin Hospital of Wuhan University (East Campus),Wuhan,NA,Recruiting
NCT04377724,Covid-19|Virus Disease|,ETH,Zürich,Probability Sample,"Active, not recruiting"
NCT04573322,SARS-CoV-2 (Covid19)|,National Institute of Infectious Diseases- Prof. Dr. Matei Balş,Bucharest,NA,Recruiting
NCT04394195,CORONAVIRUS INFECTIONS|,Chu Reims,Reims,Non-Probability Sample,Recruiting
NCT04422535,Coronavirus Infection|Intensive Care Patients|,"Servicio de Anestesia, Hospital General Universitario Gregorio Marañon",Madrid,Non-Probability Sample,Recruiting
NCT04479345,"Knowledge, Attitudes, Practice|",NA,NA,Non-Probability Sample,Not yet recruiting
NCT04558203,Covid19|,Asalam,Maadi,Probability Sample,Recruiting
NCT04487951,COVID19 Pneumonia|,Kasr Alainy Cairo University,Cairo,Probability Sample,Recruiting
NCT04463420,COVID-19|,Mohammad Sadegh Bagheri Baghdasht,Tehran,NA,Recruiting
NCT04422379,COVID-19|,"Max Super Speciality Hospital, Saket (A Unit Of Devki Devi Foundation)",New Delhi,Probability Sample,Not yet recruiting
NCT04555096,Covid19|SARS-CoV-2 Infection|,Mercy Research,Saint Louis,NA,Recruiting
NCT04565392,Covid19|,Pykonsult headquarters,New Fairfield,NA,Not yet recruiting
NCT04319016,Infection Viral|,Gabriele Saccone,Napoli,Non-Probability Sample,Recruiting
NCT04526054,Olfaction Disorders|COVID-19|,Hopital Foch,Suresnes,NA,Recruiting
NCT04410536,"Migraine, Hemicrania|","Fondazione IRCCS Istituto Neurologico C. Besta, Neuroalgology Unit",Milano,NA,Not yet recruiting
NCT04399356,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04371367,COVID|,Assistance Publique Hôpitaux de Marseille,Marseille,NA,Recruiting
NCT04415060,Covid19|,University of Alberta Hospital,Edmonton,NA,Recruiting
NCT04416373,Coronavirus Infection|Pregnancy Complications|Vertical Transmission of Infectious Disease|Breastfeeding|Neonatal Infection|,Nova Medical School - UNL,Lisbon,Non-Probability Sample,Recruiting
NCT04386460,Nutrition Poor|Infection Viral|Oral Disease|,University Nice Hospital,Nice,Non-Probability Sample,Recruiting
NCT04346147,COVID-19 Pneumonia|,Hospital Universitario de Fuenlabrada,Fuenlabrada,NA,Recruiting
NCT04344379,SARS-CoV-2 Infection|,Hopial Avicenne,Bobigny,NA,Suspended
NCT04522466,Sars-CoV2|,Groupement Hospitalier des Portes de Province,Montélimar,NA,Terminated
NCT04470297,Covid19|Lung Injury|,NA,NA,NA,Not yet recruiting
NCT04420806,Exercise|Detraining|Muscle Weakness|Muscle Atrophy|,"Institute of Medical Physics, Friedrich-Alexanden University Erlangen-Nürnberg",Erlangen,NA,"Active, not recruiting"
NCT04410328,Covid19|,NA,NA,NA,Not yet recruiting
NCT04377750,Covid19 Pneumonia|,Hadassah Medical Orginisation,Jerusalem,NA,Recruiting
NCT04452669,COVID-19|,Ohio State University,Columbus,NA,Not yet recruiting
NCT04502056,Covid19|,JPAL North America,Cambridge,NA,Not yet recruiting
NCT04562285,Covid19|,Henry Ford Health System,Detroit,Probability Sample,Recruiting
NCT04361474,Budesonide|Olfaction Disorders|SARS-CoV-2|Anosmia|,Amélie YAvchitz,Paris,NA,Recruiting
NCT04306393,SARS (Severe Acute Respiratory Syndrome)|Coronavirus|,University of Alabama,Birmingham,NA,Recruiting
NCT04380519,COVID-19|,"Federal State Budget Institution ""National Medical Surgery Center named after N.I. Pirogov"" of Ministry of Health of Russian Federation",Moscow,NA,Completed
NCT04479358,COVID-19|,University of Chicago Medicine,Chicago,NA,Recruiting
NCT04352699,Surgery|Complication of Surgical Procedure|COVID|,CHU de Nice,Nice,Non-Probability Sample,Completed
NCT04387643,Covid-19|,Samta Ayurveda Prakoshtha,Jaipur,Non-Probability Sample,Completed
NCT04511949,Coronavirus Infection|,Christine KATLAMA,Paris,NA,Recruiting
NCT04420637,COVID|,"Department of Internal Medicine, Medical University of Graz",Graz,Probability Sample,Enrolling by invitation
NCT04334382,COVID-19|,Intermountain Medical Center,Murray,NA,Recruiting
NCT04324047,Corona Virus Infection|,Kremlin Bictre APHP,Le Kremlin-Bicêtre,Probability Sample,Recruiting
NCT04410159,COVID-19|,Universiti Kebangsaan Malaysia Medical Centre,Bandar Tun Razak,NA,Completed
NCT04368637,"Acute Myocardial Infarction|Ventricular Tachycardia|Sudden Cardiac Death|Stroke, Acute|",Istishari Hospital,Amman,Non-Probability Sample,Recruiting
NCT04496869,Infertility Treatment|Women|,Hôpital Femme Mère Enfant,Bron,Non-Probability Sample,Not yet recruiting
NCT04357496,Fever|Pneumonia|Cough|,NA,NA,Probability Sample,Not yet recruiting
NCT04546191,Covid19|,Landspitali National University Hospital,Reykjavík,Non-Probability Sample,Completed
NCT04542694,COVID-19|,State Clinical Hospital №50,Moscow,NA,Completed
NCT04354155,"Infection Viral|Thromboses, Venous|COVID-19|",Johns Hopkins All Children's Hospital,Saint Petersburg,NA,Recruiting
NCT04432766,COVID-19|,Snake River Research,Idaho Falls,NA,Not yet recruiting
NCT04401293,Sars-CoV2|COVID|,Beth Israel Newark,Newark,NA,Recruiting
NCT04547127,COVID-19|,Hospital Universitari Vall d'Hebron,Barcelona,NA,Recruiting
NCT04575558,Sars-CoV2|,Núcleo de Oncologia da Bahia - NOB,Salvador,NA,Withdrawn
NCT04370236,COVID-19|,NA,NA,NA,Not yet recruiting
NCT04551378,COVID-19 Infection|Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm|,M D Anderson Cancer Center,Houston,Non-Probability Sample,Recruiting
NCT04361565,COVID-19 by SARS-CoV-2 Infection|,CHU de Nice,Nice,Non-Probability Sample,Enrolling by invitation
NCT04472052,Perforated Appendicitis|Covid19|,University Hospital of Tuebingen,Tuebingen,Non-Probability Sample,Completed
NCT04558385,Covid19|,Lahore General Hospital,Lahore,Probability Sample,"Active, not recruiting"
NCT04447781,Coronavirus Infection|SARS-CoV 2|,Seoul National University Bundang Hospital,Seongnam-si,NA,Recruiting
NCT04397588,ARDS Related to Severe Acute Respiratory Syndrome-Coronavirus (SARS-CoV) 2|Acute Refractory Heart Failure Related to SARS-CoV 2|,Angers University Hospital,Angers,Non-Probability Sample,Recruiting
NCT04354805,COVID-19|,Cairo University,Cairo,NA,Not yet recruiting
NCT04371328,Emergencies|,University Hospital of Toulouse,Toulouse,Non-Probability Sample,"Active, not recruiting"
NCT04347278,SARS-CoV-2|,Hospital Universitario Marqués de Valdecilla,Santander,Non-Probability Sample,Recruiting
NCT04537208,COVID-19 (Healthy Volunteers)|,Investigattional Site Number 8400004,Birmingham,NA,Recruiting
NCT04366921,"COVID|SARS-CoV-2|ARDS, Human|Refractory Hypoxemia|Cardiogenic Shock|Septic Shock|Extracorporeal Membrane Oxygenation|",Universitätskliniken Innsbruck,Innsbruck,Non-Probability Sample,Recruiting
NCT04329650,COVID-19|,Hospital Germans Trias i Pujol,Badalona,NA,Recruiting
NCT04513184,Covid19|,Hospital General de Mexico Dr. Eduardo Liceaga,Mexico City,NA,Recruiting
NCT04387929,COVID-19|,Humanitas Rozzano/San Pio X,Rozzano,Probability Sample,Recruiting
